"screen_name","text","created_at"
"threadreaderapp"," Hello  you can read it here  🧵THREAD🧵 Okay  one last Cuomo thread  Governor Cuomo has resigned    Talk to you soon  🤖",2021-08-11 13:34:33
"janet444"," Let s just add that  while Cuomo wasn t perfect as governor  trump was wildly unqualified and actively made things worse in a variety of areas  including Covid  I m not defending Cuomo  just putting things in perspective ",2021-08-11 13:34:03
"gene038","Morning Digest  With Andrew Cuomo s departure  Kathy Hochul becomes New York s first female governor ",2021-08-11 12:08:11
"EugeneFreedman","It will be great when CNN has Jeff Toobin on Chris Cuomo s show to talk about the sexual harassment lawsuits and criminal investigations into battery against the former governor  ",2021-08-11 13:33:54
"Venus87","   This post was made in response to Governor Cuomo s comments and being forced to resign in relation to his sexual has scandal  So I think respectable Italian Americans qualify  ",2021-08-11 13:33:12
"NBCNewsNow","How does Gov  Cuomo s resignation affect the legal and political fallout 

   and legal analyst  break down where the impeachment process and criminal complaint against the governor stand 

 ",2021-08-11 13:33:11
"LaLa1082","Why is CNN s Chris Cuomo trending about a governor s sex scandal  This is scary  News anchors have become more influential than doctor s and the DOJ ",2021-08-11 13:33:03
"BinghamtonNow","NOW  We are speaking with  about Governor Cuomo s resignation announcement  Listen  ",2021-08-11 13:33:01
"BinghamtonNow","TODAY IS WEDNESDAY  August     Everyone is talking about New York s th governor  Andrew Cuomo  ",2021-08-11 11:16:05
"kimalexapr","SHOWING GOVERNOR CUOMO HOW TO KEEP WORKING THROUGH THE PRESS AND OUTSIDE MEDIA NOISE ",2021-08-11 13:32:15
"frankworthing18"," The truth is that Cuomo was a great governor right up until COVID  That s why New Yorkers still like him despite everything  Twitter being twitter  there s no room for more than a good bad call  which explains a million right wing tweets today  And yes   left does it to ",2021-08-11 13:32:12
"MSNBC","Following NY Gov  Cuomo s resignation  Lt  Gov  Kathy Hochul will become the state s first woman governor  ",2021-08-11 13:32:02
"smileformebabyg"," Why is it that these women are the second step  Why weren t they there in the first place   ",2021-08-11 13:31:52
"LAM1086","Very confused by all the  just bc cuomo is bad that means the lady from sex and the city was the right choice  takes  Like two things can be true at the same time  maybe he s the worst but she s from sex and the city and lacks any required experience to be a governor   ",2021-08-11 13:31:51
"mtrav16","How Cuomo s Downfall Paved the Way for Kathy Hochul to Make History   Yaaaaaaaaay",2021-08-11 13:31:38
"ReiGomezteleSUR"," USA |  NewYork Governor  Resigns Over Sexual Harassment Allegations  
 Cuomo  CuomoGate 
",2021-08-11 13:31:16
"JulianneMcShane","Kathy Hochul 

 led Cuomo s  Enough is Enough  campaign to combat sexual violence on college campuses 
 has supported anti immigrant policies 
 also succeeded another man who resigned after being accused of inappropriate conduct

My story   
",2021-08-11 13:30:39
"Voices4Seniors","Governor Cuomo  Howard Zucker and Sally Dreslin must all be held accountable for their roles in the deaths of thousands of senior citizens in nursing homes  ",2021-08-11 13:30:17
"ksannews","To date  at least  women have leveled similar accusations at the former Governor 
",2021-08-11 13:30:00
"usatodayDC","At least five district attorneys have made inquiries into Cuomo s conduct  State and federal investigations are continuing on  too 

       ",2021-08-11 12:28:13
"PooyaKazemi1983","The mainstream media s  Covid hero who also received an Emmy has finally been fully exposed  Bye bye  

 sexually harassing  women and issuing nursing home COVID guidance that led to massive outbreaks and huge death tolls  

",2021-08-11 13:30:00
"TFrankness","Governor Cuomo Resigns from Office in  Days  via   NATURE SOURCE SAYS WITH GREAT EMPHASIS ALL OF YOU ENTIRELY WRONG GONE PSYCHOTIC   touching stomach back hug  not sexual harassment POINTEDLY IF YOU DONT LIKE WARMTH TOUCH JOKING YOU DONT BELONG ON",2021-08-11 13:29:36
"Dancer15920351","Hochul  Cuomo s soon to be successor in the governor s mansion  is married to former federal prosecutor William Hochul now general counsel and senior vice president at gambling and hospitality giant Delaware North ",2021-08-11 13:29:15
"kfjd_","NY知事 
With Cuomo out  Kathy Hochul will become New York s first female governor ",2021-08-11 13:28:50
"TheWondersNatur","Down Goes Cuomo  NY Governor Resigns   via ",2021-08-11 13:21:13
"bhartloff88","  I wouldn t keep your hopes up that Cuomo will actually step down until the Lt  Governor is actually sworn in  He gave himself  days to change his mind  A  crisis  will come up that he is the only one that can lead New Yorkers through ",2021-08-11 13:27:24
"Ashleysullivan_"," Biden said he respected  Cuomo s decision  citing his positive record as governor of  NewYork  saying that this was what made him regret what had happened ",2021-08-11 13:27:23
"grimawareness"," Breaking news  cuomo will resign but not vacate the governor s mansion due to covid moratorium on rent forbearance 😆",2021-08-11 13:27:00
"CarmellaB_TV","Today  Lt  Governor Kathy Hochul will hold a press conference at pm in Albany following Gov  Cuomo s resignation
",2021-08-11 13:26:42
"WandaRufin","Lt  Governor Kathy Hochul to Become New York s First Female Governor After Cuomo s Humiliating Resignation  via ",2021-08-11 13:26:30
"MillnerDerf","  Cuomo will be remembered as a second base governor 🤬🤬",2021-08-11 13:26:27
"MillnerDerf","  Cuomo will always be remembered as a second bace Governor ",2021-08-11 13:22:03
"MillnerDerf","    Cuomo will always be remembered as a second bace Governor 😜😜",2021-08-11 13:17:04
"MillnerDerf","    Cuomo will be remembered as a second bace Governor  😜😜🤬",2021-08-11 13:24:16
"Foolscap8","   Al Sharpton  deBlasio and Letitia James are in the running for Governor  I m afraid we might be wishing for Cuomo back ",2021-08-11 13:26:01
"MessengerRandom","Governor  Cuomo is  resigning over allegations he  harassed  women  His successor  Lt  Gov  Kathy Hochul  will become the first ever female governor of the state when she assumes the role  days from now ",2021-08-11 13:25:58
"crosbeee","via  

Why does it take a pants down man for a woman to win the top job  Haven t we seen enough pants down  
 politics
 gender
 still  ",2021-08-11 13:25:46
"SherazKhanTT"," I find all of this overhyped  The first is that the Republicans may see the Cuomo situation as a window to take back the governorship after  years of Democratic control  and also New Jersey having Christine Todd Witman as the first two term female governor over  years ago ",2021-08-11 13:25:23
"SherazKhanTT","   And is irrelevant because the Republicans will want to capitalise to take back the statehouse next year for the Governor s race  Plus going after Cuomo will make them look bad as well ",2021-08-11 12:00:25
"DrAmandaForeman"," When she is sworn in  she will make history as the first woman to serve as New York s governor  That her ascension came by way of a man s downfall is a testament to the state s long history of male political dominance   

What are your thoughts on Hochul 
",2021-08-11 13:25:13
"A_326_29_816"," Didn t have nightmares about Ronald McDonald last night just of Governor Cuomo ",2021-08-11 13:24:17
"KDbyProxy","🚨 ALERT  🚨

 And it s very sad that this personal political disaster will probably forever obscure all the things Cuomo accomplished in his  years as governor  from gay marriage to raising the minimum wage to A RAFT OF CONSTRUCTION PROJECTS     

😲",2021-08-11 13:23:55
"ProDumbBlonde","According to Biden  apparently besides Cuomo s  personal behavior   he did a  hell of a job  as governor 

Yeah murdering people by putting covid patients in nursing homes is such a phenomenal thing 😒  Impeach this fool next ",2021-08-11 13:22:47
"commobserver","Kathy Hochul  New York s incoming governor  arrives as an enigma on policy and may not have time or the need to clean house from the Cuomo years  ",2021-08-11 13:21:34
"hunterw","I wrote about Cuomo s branding   relative to Mike Bloomberg   with  many moons ago ",2021-08-11 13:19:41
"hunterw","This is my favorite thing I ever wrote about Cuomo  

In fact  it s one of my favorite things I have ever written in general  

It s about his $   silver Christmas tiger  ",2021-08-11 13:21:22
"neil_depoy","    Cuomo joins a long list of Democrat sexual predators  also rd Democrat governor to leave NY in scandal ",2021-08-11 13:21:21
"Dupe18245619","  Ironic isn t it  for us to get our first black Governor  spitzer had to resign in shame  For us to get our first female Gov  Cuomo had to resign in shame  When will we learn  abolish white males  These shameful white males took these Lt  Gov s as running mates to check a box ",2021-08-11 13:21:16
"hoorkage","I bet on PI that Cuomo would not step down

I m currently   on my PI bets  Only ever made money on a trade via the  Iowa Caucus swings

I single handedly took down the governor of NY",2021-08-11 13:21:11
"disebern","  Too bad the Democrats don t see it   They have lost a great Governor in NY and now they are going to do the same in California   They will not learn  Losing Democratic voters who already think Cuomo was railroaded by fellow Democrats and Republicans   He never had a chance  ",2021-08-11 13:21:03
"nlfisker","With Cuomo out  Kathy Hochul will become New York s first female governor     Karma  MeToo  NoMeansNo  ",2021-08-11 13:20:51
"ngaiwaokinyo","The story of Governor Cuomo of New York is likened to that of Okwonko of  the things fall apart  by Chinua Achebe ",2021-08-11 13:20:27
"DickSkinner11","From one pervert to another  
Biden simply doesn t know when to keep his big mouth shut 

Biden  Cuomo did a  hell of a job  as governor of New York ",2021-08-11 13:20:26
"jussassy2u","The irony of Gov  Cuomo stepping down is a FEMALE becomes the first governor of the state of New York  I have no further comments ",2021-08-11 13:19:59
"Christo07231698"," If Governor Cuomo had done this sexual harassment in the NYC subways  he would have been arrested ",2021-08-11 13:19:49
"wcbs880","Incoming governor Kathy Hochul to address state today as Cuomo resigns  ",2021-08-11 12:29:19
"wcbs880","Chris Cuomo advised brother to resign as governor  report  ",2021-08-11 13:19:17
"jarreda22"," We will miss you governor cuomo  Thanks for all you have done for New York",2021-08-11 13:19:17
"_inferior","Idk cuomo was the best governor we ve had so far",2021-08-11 13:18:46
"damilare","The governor of the most powerful city in the world resigned because he hugged a woman and kissed her on the cheek

Madness  Cuomo",2021-08-11 13:17:58
"MikeVanDervort","Who is Kathy Hochul  New York State will get its first woman governor after Cuomo steps down ",2021-08-11 13:17:55
"VernonDixon14","Andrea Stewart Cousins Set To Become New York s First Black Woman Lt  Governor When Cuomo Resigns   NewsOne ",2021-08-11 13:17:40
"lomax_austin","  Re  Second Avenue Subway   not sure why Cuomo deserves much if any credit on this besides him just happening to be Governor when Phase  opened  Phase  planning construction obviously started before he became Gov  He did help accelerate the project so it opened in Dec    ",2021-08-11 13:17:21
"GrabienMedia","VIDEO   Biden  Gov  Cuomo s  Done a Hell of a Job  as Governor  That s Why His Personal Behavior  Is So Sad    ",2021-08-11 13:17:21
"TheReal_ID_Dave"," Renee  great line from a Slate piece I just read    The dinosaur excuse posits a Cuomo so lacking in observational skills and empathy as to be absolutely unfit to be a mall Santa  much less governor of New York  ",2021-08-11 13:17:06
"TheReal_ID_Dave"," A great line from the piece    The dinosaur excuse posits a Cuomo so lacking in observational skills and empathy as to be absolutely unfit to be a mall Santa  much less governor of New York  ",2021-08-11 13:16:01
"AldenofSaturday"," I guess credible sexual assault accusations are enough to take down a Governor  but not enough to take down Trump or Biden  Cuomo should have just announced a run for President instead of announcing his retirement ",2021-08-11 13:16:55
"navvet96","Cuomo resigns as New York governor after bombshell allegations of sexual harassment  AWESOME  Can we get Chris Cuomo to resign from CNN  for being an apologist  for his sexual predator brother 

 via ",2021-08-11 13:16:46
"lilpianofingers","  How about Abbott and DeathSantis resigns  It s only fair  If Cuomo can resign for what I believe Trump did to him  why not have these  Governor s resign for obstruction of justice and murder ",2021-08-11 13:16:17
"business","New York Governor Andrew Cuomo s resignation creates a power vacuum and uncertainty ",2021-08-11 12:18:00
"DrSoniyaSinha1"," Indeed sad but a good move by you Governor Cuomo   Does not seem you will get a fair outcome from this fiasco ",2021-08-11 13:15:51
"kcbisou","So now that Governor Cuomo has resigned  when is everyone going to start calling for Matt Gaetz s resignation ",2021-08-11 13:15:50
"cafedotcom","  and  break down NY Governor Cuomo s resignation and the NY AG s report about allegations of sexual harassment by Cuomo on a new CAFE Insider  Listen free   ",2021-08-11 13:15:00
"JamieNi68586232","Don t you find it amazing that the disgraced Governor Cuomo is leaving in  days but he has no properties listed in his name so therefore he is homeless  Do you think he s been hiding his money in other people s names because he knows the civil cases are coming ",2021-08-11 13:14:52
"QueenMab87","Cuomo himself helped oust a corrupt governor when he was AG  Tish James did her job well and was above reproach  Let s not try smearing her with corruption now ",2021-08-11 13:14:45
"KRNV","Kathy Hochul will become New York s first female governor in two weeks  ",2021-08-11 13:14:39
"sekando789","Former New York Governor reacts to Cuomo resignation | American Agenda  より",2021-08-11 13:06:08
"shiftfrequency","Governor Cuomo resigns  bowing to  political pressure  ",2021-08-11 13:14:08
"Lucky_finds","New York Will Have First Female Governor After Cuomo Resignation  ",2021-08-11 13:13:50
"drsue6","Dr  Sue sings her original funny song  Governor Cuomo and Plants  Positi     via ",2021-08-11 13:13:48
"tm5823","Cuomo accuser Brittany Commisso alleges the N Y  governor groped her in the executive mansion   He thinks he s untouchable   via  Again Why has he not been arrested        ",2021-08-11 13:13:47
"Alankaye9","He did the exact thing with nursing homes as Governor Cuomo did but  Deathsantis is a Republican so it doesn t count  ",2021-08-11 12:58:24
"Alankaye9","Governor Cuomo used the George Costanza excuse on sexual abuse   If I d known that was unacceptable when I started here   ",2021-08-11 13:13:46
"thebluemaverick","  Cuomo beating a woman for governor with POS actions only to be replaced by a lady for POS actions will never stop being hilarious to me ",2021-08-11 13:13:36
"wolbbaltimore","Andrea Stewart Cousins Set To Become New York s First Black Woman Lt  Governor When Cuomo Resigns ",2021-08-11 13:12:57
"fonecable","Clay Travis  Don t be stunned if Cuomo runs for governor again in   ",2021-08-11 13:12:41
"Khalil97222650","   A compromise bill to rename the bridge the  Governor Mario M  Cuomo Tappan Zee  was later introduced  amp  sponsored by Senate Dep  Majority Leader John DeFrancisco R   amp  Assemblyman Byrne  On    the State Senate voted   in favor of renaming the bridge   🧐",2021-08-11 13:12:27
"CCryan57","Is it true Cuomo has resigned as NY Governor  ",2021-08-11 13:11:37
"ClimateDepot","Melinda Henneberger  With New York s Cuomo out  who will replace him as the country s worst governor    ",2021-08-11 13:11:35
"torrone1951"," can we please not forget all the good governor Cuomo did for this state for a long time  Too bad Trump was not held to the same standard  Worse allegations   fewer accomplishments ",2021-08-11 13:11:26
"torrone1951"," James went after Cuomo  Needed him out of the way to run for governor   I m a lifelong Democrat   I won t vote for her ",2021-08-11 12:34:52
"ZacAKAMadu","Cuomo s departure is also going to force a theological reckoning among the New York Left  

For  years  the myth they told each other was that the centrist  triangulating Governor was singlehandedly holding back their vision of Progress™  He was a too easy scapegoat ",2021-08-11 13:11:21
"ivelizbe","This is how I feel about the Governor Cuomo situation them bitches is lying and they doing the same thing they did to Bill Cosby stupid fuckers",2021-08-11 13:10:52
"StephanieJunio6","   Would all his victims please come forward 
Speak Up and Speak Out 
He should have been jailed decades ago 
This insanity must stop 
Cuomo was not accused of RAPE 
New York has lost an awesome Governor 
This is absolutely political revenge 
It should not be allowed ",2021-08-11 13:10:40
"debonaire1948"," Thank you Governor Cuomo for keeping us safe and alive through the first wave of Covid  I hope we all make it through Delta Varience  God Bless you ",2021-08-11 13:10:21
"nannyfat","Kathy Hochul to be st female NY governor after Cuomo leaves  via ",2021-08-11 13:08:54
"chasbres","With Cuomo out  Kathy Hochul will become New York s first female governor   NBC News ",2021-08-11 13:08:54
"edbobgreen"," Cuomo has to open the New York State Fair and 
Friday  August  is  wait for it     Governor s Day ",2021-08-11 13:08:52
"Kioko001"," Greet former governor Cuomo",2021-08-11 13:08:35
"momie_nana"," Not saying Governor Cuomo is a saint but could this be politics  Why didn t all these women say anything until last year  He did an awesome job here in NY during the pandemic and everyone hailed him for that   All said  amp  done  he did the right thing in stepping down ",2021-08-11 13:08:32
"AspireAscend","When she is sworn in   will become the first woman to serve as governor of New York   I would say there s no one better suited to step in now than she   one ally said     WomanCrushWednesday  WomeninGovernment",2021-08-11 13:08:07
"THECITYNY","As Kathy Hochul prepares to become governor of New York  whoever enters the Democratic primary next year will potentially set off a shuffle of citywide and statewide political races  ",2021-08-11 13:08:01
"THECITYNY"," The sudden downfall of the three term governor is unlikely to have an immediate impact on New York City s schools  Cuomo is also not leaving any big unfinished education agenda items   via  

",2021-08-11 12:08:01
"brianpmangan","Kathy Hochul will not be elected Governor  She s nice but her crowning achievement as a legislator was to oppose  illegal  immigrants from getting drivers licenses and to oppose tolls on drivers  She s better than Cuomo but out of step with NY  
",2021-08-11 13:07:46
"morettiphd","Just asking  How is it that a immoral creep of a governor gets  days before he has to leave his job   but the average American would be kicked to the curb within seconds for doing the same  
Whatever law exists in NY to allow Cuomo to remain for two weeks needs to be changed ",2021-08-11 13:07:45
"anaban_anaban","  I agree with you  While many women  including myself have gone through that  now sexual harassment includes actions that frankly are laughable  I don t know specifically about what exactly happened w governor Cuomo but today everyone is offended if you look at them ",2021-08-11 13:07:29
"markdavidfields","How Cuomo s Downfall Paved the Way for Kathy Hochul to Make History ",2021-08-11 13:07:26
"CMG4goodgov"," The real tragedy is about the lives of elderly and others left to die in nursing homes by Governor Cuomo and his brother Fredo at CNN ",2021-08-11 13:07:12
"Whatelse73"," The same guy who s been in DC since before i was born also complimented Cuomo when asked about him resigning  ",2021-08-11 13:07:01
"davrola","  Cuomo seems to have a thing about shoes  When he ran for AG as former AG Eliot Spitzer moved on to be governor  a piece of Cuomo campaign lit showed a pic of shoes  presumably Spitzer s  saying  It takes a big man to fill these shoes  ",2021-08-11 13:06:45
"CalebKeller19","    Cuomo wasn t the only governor to do that",2021-08-11 13:06:35
"Vee80912329"," will be glad when you re gone and we don t want you for mayor so you definitely won t be governor I rather keep Cuomo over you any day",2021-08-11 13:06:22
"AJ831958"," to speak Wednesday as she prepares to replace Cuomo as governor ",2021-08-11 13:06:06
"washingtonpost","The New York governor s decision to step down from office was not driven by a sense of penance or contrition  aides said  but rather by a recognition that his fate was set ",2021-08-11 11:20:22
"washingtonpost","The New York governor s decision to step down from office was not driven by a sense of penance or contrition  aides said  but rather by a recognition that his fate was set ",2021-08-11 13:05:42
"Pancwise","As news of Cuomo s resignation broke  I thought about our situation here in Kenya  We have a sitting Governor who s on trial for murder  We have a sitting M P that was caught on camera shooting an unarmed person  They want to be president and governor respectively  in  ",2021-08-11 13:05:05
"gomezpickering","How Cuomo s Downfall Paved the Way for Kathy Hochul to Make History as the First Woman to Become Governor in  NewYork  ",2021-08-11 13:04:11
"NinaBernstein1"," The governor s circle had always been small to the point of claustrophobic  But increasingly  on the question of resign or fight  Mr  Cuomo was becoming a coalition of one  
⁦⁩ et al in what we used to call a tick tock until ⁦TikTok   ",2021-08-11 13:03:52
"ShawnMcCreesh"," The governor suffered a gut punch Sunday when his top aide  Melissa DeRosa  abruptly quit  telling another adviser that she was  getting slaughtered    privately citing to allies a column by Maureen Dowd  who compared DeRosa a  vile procuress   

",2021-08-11 13:03:31
"News3LV","Lt  Gov  Kathy Hochul    in two weeks will become the state s first female governor  ",2021-08-11 13:03:25
"kiefellen","Biden says apart from personal behavior  Cuomo did a  hell of a job  as governor 
Biden should know he is a hair creepy old man  He has been Accused by women",2021-08-11 13:02:59
"mirandaist","We all celebrate in different ways  I m wearing my  We Should All Be Mirandas  shirt I bought as part of a fundraiser when  ran for governor against Cuomo  =D",2021-08-11 13:02:28
"Amy_Corp","lol NY state will reach its milestone of first woman governor  Hochul  only immediately after a male governor  Cuomo  resigns for sexual harassment of women  move along nothing depressing to see here",2021-08-11 13:02:25
"Dogstar52","Used to split my time between Chris Cuomo and Rachel Maddow  Not anymore  The Governor s sleeze has rubbed off an him  and  should let him go ",2021-08-11 13:02:22
"chestnut_daniel","The Daily Beast  How a Chain of Creeps Paved the Way for New York s First Woman Governor 


via ",2021-08-11 13:02:22
"WDWakeman","Yet another groper Cuomo governor has resigned  says the Lawrence Eagle Tribune not sure I believe it though   Do you think this is  fakenews   mapoli ",2021-08-11 13:01:53
"TonyDeSisto","How Cuomo s Downfall Paved the Way for Kathy Hochul to Make History ",2021-08-11 13:01:42
"CDSCOPE","DOWN GOES CUOMO  New York Governor  Accused of Serial Sexual Harassment  Resigns ",2021-08-11 13:01:07
"globaltimesnews"," Opinion  Chinese netizens find Cuomo s episode more thrilling than House of Cards  They are also puzzled  Why no US governor resigned for losing that many lives in epidemic  But a personal scandal is taken out with a big fuss  ",2021-08-11 13:00:23
"akattorney","With Cuomo out  Kathy Hochul will become New York s first female governor  ",2021-08-11 13:00:09
"EveWomanKenya","According to the report  Cuomo groped  kissed or made suggestive comments to women including current and former government workers
",2021-08-11 13:00:02
"AndreasBoos","With Cuomo out  Kathy Hochul will become New York s first female governor   NBC News     KathyHochul  NY    ",2021-08-11 12:58:53
"EytanSaenger","Here s how you know  Cuomo s really done and that  is really taking office to be the governor in  days  ",2021-08-11 12:57:59
"GBattye"," Did you see Rachel maddows how Cuomo got to be governor from republican and Democrat disgraceful acts",2021-08-11 12:57:47
"1010WINS","Hochul to speak today as she prepares to replace Cuomo as governor  ",2021-08-11 11:38:42
"1010WINS","Chris Cuomo advised brother to resign as governor  report  ",2021-08-11 12:57:17
"Eugeneisntreal","  Hey that s my governor not Cuomo",2021-08-11 12:56:46
"dolly19631966","Chris Cuomo defied CNN ban on advising his sex pest brother and told him to resign  Host is spotted stepping off his boat in Hamptons shortly after Andrew quit
",2021-08-11 12:30:46
"truth_revisited","Governor Cuomo resigning was the Honorable thing to do  That s what Honorable looks like Mr  Trump  now how about justice for the  women you mauled  🤬 The disgusting episodes    are all well documented ",2021-08-11 12:56:36
"RandyTaylor2","If there ever was a great example of the media being out of touch with the people it s the way they fawned over Governor Cuomo    ",2021-08-11 12:56:34
"michaelcollins","How Cuomo s Downfall Paved the Way for Kathy Hochul to Make History ",2021-08-11 12:56:15
"LucyCro63776176","So I lost a max bet on Cuomo resigning  Cheering  Lucy knocked down to   on the Yearly Leaderboard   Kevin Paffrath NO at c is totally free $ for    California Governor  amp  NO at c for Gavin Newsom being recalled is virtually free money   Keep trusting the polls ladies ",2021-08-11 12:55:54
"anarcho","Andrea Stewart Cousins Set To Become New York s First Black Woman Lt  Governor When Cuomo Resigns ",2021-08-11 12:55:18
"truegster","  Oh shit Steve  I think you re splitting off into a separate timeline where Cuomo IS the governor and ISN T resigning    ",2021-08-11 12:55:15
"katherinetino","  It s one thing to be flawed it s another thing to use your power to sexually harass women I have never done that I don t know if you have but I m hoping you haven t but we now know that Governor Cuomo used his power to sexually harass women so he has to leave and he has",2021-08-11 12:54:25
"virgotoppernyc","So y all might be wondering how we have a new Governor to replace Cuomo so fast  Well because Lieutenant Governors exist and they take the role as Governor when the actual Governor dies or resigns  So plz don t complain that she wasn t elected  ok ",2021-08-11 12:53:47
"Abdalla47395471","   I hope Lt Governor keeps up strong dedicated COVID alerts and mandates as Cuomo has ",2021-08-11 12:53:36
"NPR98702124"," Apparently all Governor Cuomo has to do now    after His Resignation    is become a Republican and run for President   ",2021-08-11 12:53:13
"HomoActual","  Kathy Hochul is first female Governor of New York not through her own talent  And not because she was elected to that position 

She ll get the role because a man made it possible for her 

Cuomo chose her as his running mate  and she betrayed him in order to take his job ",2021-08-11 12:52:50
"KABBFOX29","Kathy Hochul    in two weeks will become the state s first female governor  following a remarkable transition period in which Cuomo has said he will stay on and work to ease her into a job that he dominated over his three terms in office  ",2021-08-11 12:51:58
"Tripple272727"," If only he had killed tens of thousands of people like  fit  democrat hero governor Cuomo  ",2021-08-11 12:51:43
"chukkles5"," And your vendetta against Cuomo pushing you towards a governor s run in  ",2021-08-11 12:51:41
"_ryanrossi","Not to keep revisiting the issue  but the amount of women defending cuomo because  he got a lot done as governor  is just bad television  

Sexual assault is wrong ",2021-08-11 12:51:05
"Fluffenbrau","Can t wait for Cuomo to run for governor as a full blown culture war republican",2021-08-11 12:50:26
"leoniehaimson"," ⁦⁩ was never close to Cuomo  was left out of his memoir on the state s COVID response  amp  had not spoken with him since February   until he told her of his plans to resign on Tuesday   ",2021-08-11 12:50:07
"craigsdaughter","More than one dark cloud hangs over Gov  Cuomo s head ",2021-08-11 12:49:23
"KenPipkin"," Apparently committing fraud on the public is part of doing a helluva job  Biden should quit praising Cuomo on the job he was doing as governor ",2021-08-11 12:48:27
"WalterKlingler","It was proper for Cuomo to step down as governor of New York State  Along with other Democrats who have stepped down in the past  it is in total contrast to the Republicans who have refused to step down  That s who we are 
Let s use this to our advantage in the elections of  ",2021-08-11 12:48:18
"JustSay57906778","New Yorker s are supposed to be  enriched  educated  amp  superior  when they compare themselves to the rest of the country    Well  here are their last  Governor s they elected  All left office in disgrace 🤣😂🤣😂  NewYork  NewYorkCity  NewYorkers  Cuomo  Deblasio  Liberals ",2021-08-11 12:48:11
"Rana_MFW","With Cuomo out  Kathy Hochul will become New York s first female governor   NBC News ",2021-08-11 12:47:54
"LynnGranger20"," Their memories are short  Everyone saw presidential potential in Governor Cuomo during his daily pandemic briefings and even President Biden said he was the best governor in the country  This practice of ruining lives instead of other alternate options has to stop 
Forgiveness ",2021-08-11 11:21:12
"SchulerRoben","  So governor cuomo isn t old enough to have known better       ",2021-08-11 12:46:35
"boseo88","  It s been all over the place for a year  Hell even yesterday a reporter asked Biden how he could say Cuomo did a good job as governor when he killed all of those people and sexual harrasment  Biden walked it back by saying he was only talking about infrastructure of New York",2021-08-11 12:46:06
"milanpaurich"," Cuomo s replacement will be Lt  Gov  Kathy Hochul  And this is   yeah  this is strange  Right after she was announced as New York s next governor  CNN offered a prime time show to her sister     JIMMY FALLON",2021-08-11 12:45:59
"milanpaurich"," For now  Cuomo s still governor  because  for reasons I do not understand  Cuomo s resignation will take effect in  days  Evidently  he gave himself two weeks  notice   
  STEPHEN COLBERT

 I m sorry  is this really a two week notice type of situation     JIMMY FALLON",2021-08-11 12:45:42
"nytimes","When Kathy Hochul takes office in two weeks  she will make history as the first woman to serve as New York s governor  That her ascension came by way of a man s downfall is a testament to the state s long history of male political dominance  ",2021-08-11 12:45:08
"The_NewArab","Andrew Cuomo resigned following allegations of sexual harassment  which he continued to defend himself from even after he announced his departure from office  

Kathy Hochul  a western New York Democrat  will become New York s first female governor  

",2021-08-11 11:57:15
"kxnt"," Hochul prepares for spotlight following NY Governor  Cuomo s resignation on Tuesday  ",2021-08-11 12:45:02
"SIRodriguezNY","  Sorry  I stillthink Cuomo was a great Governor  But NYC would be better off with Bill Deblasio  Ron Kim  AOC  and Corey Johnson ",2021-08-11 12:14:09
"SIRodriguezNY","   Agreed it was a witchhunt started by progressives  They couldn t stand that Cuomo was a moderate democrat  Boylan  Ron Kim  and Bill Deblasio all want to run for governor  Once they got started the GOP state legislature hopped on the band wagon ",2021-08-11 12:44:53
"24sales2U"," Ted Cruz is calling out Governor Cuomo for ACTING LIKE A REPUBLIQON  The only difference is the Democrats forced him out  if he was a RepubliQon his party would be supporting him   ",2021-08-11 12:44:42
"refinedSMARTS","I guess the silver lining out of the Cuomo situation is that we get a new governor who s a woman  She will be New York s first woman governor in the state s entire history ",2021-08-11 12:44:22
"NYMag","Now that Andrew Cuomo has announced his resignation  attention turns to another big question  What is Letitia James going to do   reports on the potential field for next year s gubernatorial election ",2021-08-11 12:28:45
"NYMag","Throughout his resignation address  Andrew Cuomo repeatedly framed his decision as a personal sacrifice for the good of the people  rather than the cumulative consequence of overlapping political crises ",2021-08-11 11:13:57
"samraskinz","Kathy Hochul  has been telling state lawmakers over the past several weeks that should Cuomo resign  she intends to run for reelection  telling one   If I am the governor  why wouldn t I try to stay in the job    ",2021-08-11 12:43:43
"samraskinz","Rodneyse Bichotte told Steve Witt that  the feeling is  Tish James  will run unopposed   ",2021-08-11 12:37:20
"Veronic05865842"," As much as I like Governor Cuomo we can t excuse his behavior  Every year we are mandated by the state of New York to take a quick refresher course on sexual harassment  discrimination etc   This is something Gov  Cuomo should of been doing  To bad they couldn t treat Trump same",2021-08-11 12:42:56
"amNewYork","Andrew Cuomo s resignation as governor of New York after a series of sexual misconduct accusations has turned a spotlight on his lieutenant governor  Kathy Hochul  who will become the first woman to lead the state in its  year history  ",2021-08-11 12:01:31
"bobbymckinley33","That s right Rosanna scotto is on top of it does our new governor need  days like Cuomo  asking for  ",2021-08-11 12:39:45
"geniopolemics","  with tears in her eyes she claims the governor grabbed her and kissed her on the cheek whilst the photo shows her delighted by his affection and it s an Italian custom presuming Cuomo is of Italian descent",2021-08-11 12:39:20
"Leftymike2"," Governor Cuomo is shorter than I thought   ",2021-08-11 12:39:15
"ClattEddie","Wed    ISSUE NY Times   T O C  

How Cuomo s Downfall Paved the Way for Kathy Hochul to Make History

",2021-08-11 12:38:59
"myindmakers","New York to get female governor after the resignation of Andrew Cuomo ",2021-08-11 11:06:11
